title,size,magnet,transform,fullpath
[三明治摆烂组] 强者的新传说 / Tsuyokute New Saga / 强くてニューサーガ - 06 - [简日内嵌][H264 8bit 1080P],406.4 MB,magnet:?xt=urn:btih:3fcc79a9a7200b856a8b879114fa02e7ced00e7a&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,三明治摆烂组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/bba16a700a1efef6a62aeeec88f300022e90cc11.torrent
[三明治摆烂组] 强者的新传说 / Tsuyokute New Saga / 强くてニューサーガ - 06 - [繁日内嵌][H264 8bit 1080P],406.4 MB,magnet:?xt=urn:btih:bc006e56d2086f3fad029d10decaadddd2e8250c&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,三明治摆烂组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/96958cf195b309517a77ca1e90d57cad16c0111b.torrent
[黒ネズミたち] 涅库罗诺美子的宇宙恐怖秀 / Necronomico no Cosmic Horror Show - 09 (ABEMA 1920x1080 AVC AAC MP4),720.1 MB,magnet:?xt=urn:btih:87182d52079530a02ef0e30bbbe10cb8ce400d4b&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,Kirara Fantasia,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/6bc6dbaedcb0a4ec049fcd44dbb12c42f374bf06.torrent
[三明治摆烂组] 强者的新传说 / Tsuyokute New Saga / 强くてニューサーガ - 06 - [简繁日内封][H265 10bit 1080P],406.2 MB,magnet:?xt=urn:btih:ac2c1bf8ec547646221438be1179b288111c017b&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,三明治摆烂组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/338b43012e64bfcf5c2ffb2f8d35a157eadf1e59.torrent
[黒ネズミたち] 名侦探柯南 / Detective Conan - 1173 (CR 1920x1080 AVC AAC MKV),557.9 MB,magnet:?xt=urn:btih:e51d69d4253400342bccdd1af4b53b05c925e8aa&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,Kirara Fantasia,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/ad9f4cbd561e50d0c91c4f29c3a44af4bc559937.torrent
"[DBD-Raws][拜托请穿上，鹰峰同学/Haite Kudasai, Takamine-san][05-08TV][BOX2][1080P][BDRip][HEVC-10bit][FLAC][MKV](履いてください, 鹰峰さん)",4.0GB,magnet:?xt=urn:btih:f8fb94a92b5fcdd736eae4356d907a3f24c4bf99&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,DBD制作组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/ed9c58dd9b10816fcdc5fc7a724e1495644448eb.torrent
[DBD-Raws][约定的梦幻岛 第二季/Yakusoku no Neverland S2][01-11TV全集+SP][1080P][BDRip][HEVC-10bit][简繁外挂][FLACx2][MKV](约束のネバーランド S2),8.3GB,magnet:?xt=urn:btih:e46d3ddf9e474460fe137a813cabb49d8c941fcf&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,DBD制作组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/d44540bac47705d66677c625f62035d55f9ce166.torrent
[ANi] YAIBA Samurai Legend /  真･武士传 YAIBA - 09 [1080P][Baha][WEB-DL][AAC AVC][CHT][MP4],558.2 MB,magnet:?xt=urn:btih:62d1b40d939ff728c006038eda240cd6e072e861&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,ANi,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/b63fae1523432faa201bd6ed01d34585ec22edaf.torrent
[LoliHouse] Mizuzokusei no Mahoutsukai / 水属性的魔法师 - 08 [WebRip 1080p HEVC-10bit AAC][简繁内封字幕],353.1 MB,magnet:?xt=urn:btih:279f5f4406858194594f27c0812225a129ab0fb4&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,LoliHouse,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/cccdef95e7ece8e7649a9b7a2b1d9cb88139b1f0.torrent
[LoliHouse] 桃源暗鬼 / TOUGEN ANKI - 08 [WebRip 1080p HEVC-10bit AAC][简繁内封字幕],653.54 MB,magnet:?xt=urn:btih:0e0f5479aaebe9594931d1249922f6ac5bdf2437&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,LoliHouse,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/05f2b2c4984078428191be6f05eeb7d2b6a00034.torrent
[LoliHouse] 破烂千金被姐姐的原婚约者溺爱着 / Zutaboro Reijou wa Ane no Moto Konyakusha ni Dekiai sareru - 09 [WebRip 1080p HEVC-10bit AAC][简繁内封字幕],410.98 MB,magnet:?xt=urn:btih:8d2b7b81953db0f0d1c521c94a29eac62a0bcf30&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,LoliHouse,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/3bd5ea4087ed5bd768f931e48803b7d941112876.torrent
[LoliHouse] 为丑女献上花束。 / Busu ni Hanataba wo. - 09 [WebRip 1080p HEVC-10bit AAC][简繁内封字幕],365.05 MB,magnet:?xt=urn:btih:8b2990aad4e5b73294ef2d05fb7d035681724663&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,LoliHouse,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/20ed9ac1a48b76641d266e5039875b81dce1581b.torrent
[整理搬运] 灌篮高手／男儿当入樽 (スラムダンク) (Slam Dunk)：TV动画+剧场版+漫画+音乐+其他；日语音轨; 外挂繁中字幕 (整理时间：2024.10.16),118.6GB,magnet:?xt=urn:btih:0cdf197b42ae71e64e13bb51631a76b22fcb37c7&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,"
生肉/不明字幕                            ",/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/dd61dfb73b8a01bbbad0675a2ad7e97b59de60ef.torrent
[DBD-Raws][王者天下 第一季/Kingdom S1][01-38TV全集][1080P][BDRip][HEVC-10bit][简繁外挂][FLAC][MKV](キングダム S1),31.4GB,magnet:?xt=urn:btih:da97b6645b2423286ecc792453ee524d5cbd518e&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,DBD制作组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/dbaaad785cc0c045de3de68c48d963d9c01c5d40.torrent
[GM-Team][国漫][凡人修仙传 重返天南][Fan Ren Xiu Xian Zhuan][2025][06][AVC][GB][1080P],940.59 MB,magnet:?xt=urn:btih:0d91ce18895c6ada23b3456370449d4ea4e38dc0&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,GMTeam,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/5768df08257850a2fed5f5abaadc109e709dba15.torrent
[GM-Team][国漫][神国之上][Over the Divine Realms][2025][14][HEVC][GB][4K],709 MB,magnet:?xt=urn:btih:b717d5ff8ca6b52f0627087f5c3a53fae053737c&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,GMTeam,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/bf8957b4b6fc10f6b17f7d23b4f4483d49e4a371.torrent
[整理搬运] 乱马 1／2 (らんま½) (Ranma ½)：TV动画 (1989年首播版)+剧场版+OVA篇+CD+漫画+其他；日语音轨; 外挂简中字幕 (整理时间：2023.11.08),66.8GB,magnet:?xt=urn:btih:598476a3198ec2271468f0512d7d0195532345c7&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,"
生肉/不明字幕                            ",/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/df25ba3172f98a084279a7a127dca92dc4c49125.torrent
[整理搬运] 热带雨林的爆笑生活／哈雷小子 (ジャングルはいつもハレのちグゥ) (Haré+Guu)：TV动画+OVA篇+漫画+音乐+其他；日语音轨; 外挂简中字幕 (整理时间：2023.12.12),17.3GB,magnet:?xt=urn:btih:2ddcee2c528b0ad71272b44a44adbf56f8ede43f&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,"
生肉/不明字幕                            ",/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/0f19057d3e7f6e42fa0ec54b3ac49b7be8528235.torrent
​[整理搬运] 电脑线圈 (电脳コイル) (Dennou Coil／Coil A Circle of Children)：TV动画+小说+音乐+其他；日语音轨; 外挂简中字幕 (整理时间：2023.12.16),44.8GB,magnet:?xt=urn:btih:3d3e4e706c104bf672231f9bd7975e516386c465&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,"
生肉/不明字幕                            ",/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/8381565ebafd21f952a3fcca5b0c2ca0b8cd77b2.torrent
[jibaketa合成&压制][TVB粤语]星光魔法/美妙魔法/Waccha Primagi - 41 [粤语+无字幕][BD 1920x1080 x264 AAC TVB YUE],1.17 GB,magnet:?xt=urn:btih:cbf945a56ab772bed00d4e25b4fdccc5620dd2d9&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,"
生肉/不明字幕                            ",/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/279320eba7f9f44533a8fbb69b432c3d4f6d61e4.torrent
[DBD-Raws][约定的梦幻岛 第一季/Yakusoku no Neverland S1][01-12TV全集][1080P][BDRip][HEVC-10bit][简繁外挂][FLACx2][MKV](约束のネバーランド S1),7.8GB,magnet:?xt=urn:btih:e37640f47158bd5b17a458bfc4cd04ed2628f4f1&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,DBD制作组,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/9fcb8840a6e401fee3b58530052b2e0323eb1800.torrent
[黒ネズミたち] 诡秘之主 彩蛋 / Lord of Mysteries: Chibi Theatre - 08 (CR 1920x1080 AVC AAC MKV),47.0 MB,magnet:?xt=urn:btih:a2c3732f173f646fb8b5f8f1583f8d55b1fab2c2&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,Kirara Fantasia,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/80fb489591c3fd0b78fbdee3daa3996826509150.torrent
[黒ネズミたち] 诡秘之主 小丑篇 / Lord of Mysteries - 11 (CR 2538x1080 AVC AAC MKV),1.3 GB,magnet:?xt=urn:btih:3cf79a5d99a542c3a2542a5b9b3faf5fd1164472&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,Kirara Fantasia,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/9194ef84c82ad42a2ba0d0c8e37b2132814b7149.torrent
[黒ネズミたち] 诡秘之主 神秘学课堂 / Old Neil’s Mysticism Class - 08 (CR 1920x1080 AVC AAC MKV),194.6 MB,magnet:?xt=urn:btih:fceb66b00ac84f6a698d2a72832a2f9cb17bed0e&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,Kirara Fantasia,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/8918667699d7b355ea49c3b5f409a752668ac6ee.torrent
[黒ネズミたち] 通灵妃 第二季 / Psychic Princess Season 2 - 08 (B-Global Donghua 1920x1080 HEVC AAC MKV),431.9 MB,magnet:?xt=urn:btih:2c127d91660f6926cbc5dd5d9d0fd535a2135748&tr=http%3a%2f%2ft.nyaatracker.com%2fannounce&tr=http%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2fshare.camoe.cn%3a8080%2fannounce&tr=http%3a%2f%2fopentracker.acgnx.se%2fannounce&tr=http%3a%2f%2fanidex.moe%3a6969%2fannounce&tr=http%3a%2f%2ft.acg.rip%3a6699%2fannounce&tr=https%3a%2f%2ftr.bangumi.moe%3a9696%2fannounce&tr=udp%3a%2f%2ftr.bangumi.moe%3a6969%2fannounce&tr=http%3a%2f%2fopen.acgtracker.com%3a1096%2fannounce&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce,Kirara Fantasia,/Users/DX3906/Desktop/工作室/凌睿/二轮/爬虫/spiderMikan/downloads/full/a09ca9776c64577cda305bc478aea81332ef6834.torrent
